Region,Instance Type,Savings Plan Rate,Savings over On-Demand,On-Demand Rate,Database Edition,License Model,Service Code,Usage Type,Operation,Unit
ap-southeast-5,dms.r7i.xlarge,0.424,20%,0.53,AWS DMS,N/A,AWSDatabaseMigrationSvc,APS7-InstanceUsg:dms.r7i.xlarge,CreateDMSInstance,Hrs
ap-southeast-5,DMS Serverless 1 DCU,0.088,35%,0.1353846154,AWS DMS Serverless,N/A,AWSDatabaseMigrationSvc,APS7-DMSServerlessRepCapacityUsg:1,CreateDMSInstance,DCU-Hr
ap-southeast-5,DMS Serverless 128 DCU,11.24,35%,17.2923076923,AWS DMS Serverless,N/A,AWSDatabaseMigrationSvc,APS7-DMSServerlessRepCapacityUsg:128,CreateDMSInstance,DCU-Hr
ap-southeast-5,DMS Serverless 16 DCU,1.408,35%,2.1661538462,AWS DMS Serverless,N/A,AWSDatabaseMigrationSvc,APS7-DMSServerlessRepCapacityUsg:16,CreateDMSInstance,DCU-Hr
ap-southeast-5,DMS Serverless 192 DCU,16.864,35%,25.9446153846,AWS DMS Serverless,N/A,AWSDatabaseMigrationSvc,APS7-DMSServerlessRepCapacityUsg:192,CreateDMSInstance,DCU-Hr
ap-southeast-5,DMS Serverless 2 DCU,0.176,35%,0.2707692308,AWS DMS Serverless,N/A,AWSDatabaseMigrationSvc,APS7-DMSServerlessRepCapacityUsg:2,CreateDMSInstance,DCU-Hr
ap-southeast-5,DMS Serverless 256 DCU,22.48,35%,34.5846153846,AWS DMS Serverless,N/A,AWSDatabaseMigrationSvc,APS7-DMSServerlessRepCapacityUsg:256,CreateDMSInstance,DCU-Hr
ap-southeast-5,DMS Serverless 32 DCU,2.808,35%,4.32,AWS DMS Serverless,N/A,AWSDatabaseMigrationSvc,APS7-DMSServerlessRepCapacityUsg:32,CreateDMSInstance,DCU-Hr
ap-southeast-5,DMS Serverless 384 DCU,33.728,35%,51.8892307692,AWS DMS Serverless,N/A,AWSDatabaseMigrationSvc,APS7-DMSServerlessRepCapacityUsg:384,CreateDMSInstance,DCU-Hr
ap-southeast-5,DMS Serverless 4 DCU,0.352,35%,0.5415384615,AWS DMS Serverless,N/A,AWSDatabaseMigrationSvc,APS7-DMSServerlessRepCapacityUsg:4,CreateDMSInstance,DCU-Hr
ap-southeast-5,DMS Serverless 64 DCU,5.624,35%,8.6523076923,AWS DMS Serverless,N/A,AWSDatabaseMigrationSvc,APS7-DMSServerlessRepCapacityUsg:64,CreateDMSInstance,DCU-Hr
ap-southeast-5,DMS Serverless 8 DCU,0.704,35%,1.0830769231,AWS DMS Serverless,N/A,AWSDatabaseMigrationSvc,APS7-DMSServerlessRepCapacityUsg:8,CreateDMSInstance,DCU-Hr
ap-southeast-5,DMS Serverless Multi-AZ 1 DCU,0.176,35%,0.2707692308,AWS DMS Serverless,N/A,AWSDatabaseMigrationSvc,APS7-DMSServerlessRepMultiAZCapacityUsg:1,CreateDMSInstance,DCU-Hr
ap-southeast-5,DMS Serverless Multi-AZ 128 DCU,22.48,35%,34.5846153846,AWS DMS Serverless,N/A,AWSDatabaseMigrationSvc,APS7-DMSServerlessRepMultiAZCapacityUsg:128,CreateDMSInstance,DCU-Hr
ap-southeast-5,DMS Serverless Multi-AZ 16 DCU,2.808,35%,4.32,AWS DMS Serverless,N/A,AWSDatabaseMigrationSvc,APS7-DMSServerlessRepMultiAZCapacityUsg:16,CreateDMSInstance,DCU-Hr
ap-southeast-5,DMS Serverless Multi-AZ 192 DCU,33.728,35%,51.8892307692,AWS DMS Serverless,N/A,AWSDatabaseMigrationSvc,APS7-DMSServerlessRepMultiAZCapacityUsg:192,CreateDMSInstance,DCU-Hr
ap-southeast-5,DMS Serverless Multi-AZ 2 DCU,0.352,35%,0.5415384615,AWS DMS Serverless,N/A,AWSDatabaseMigrationSvc,APS7-DMSServerlessRepMultiAZCapacityUsg:2,CreateDMSInstance,DCU-Hr
ap-southeast-5,DMS Serverless Multi-AZ 256 DCU,44.968,35%,69.1815384615,AWS DMS Serverless,N/A,AWSDatabaseMigrationSvc,APS7-DMSServerlessRepMultiAZCapacityUsg:256,CreateDMSInstance,DCU-Hr
ap-southeast-5,DMS Serverless Multi-AZ 32 DCU,5.624,35%,8.6523076923,AWS DMS Serverless,N/A,AWSDatabaseMigrationSvc,APS7-DMSServerlessRepMultiAZCapacityUsg:32,CreateDMSInstance,DCU-Hr
ap-southeast-5,DMS Serverless Multi-AZ 384 DCU,67.448,35%,103.7661538462,AWS DMS Serverless,N/A,AWSDatabaseMigrationSvc,APS7-DMSServerlessRepMultiAZCapacityUsg:384,CreateDMSInstance,DCU-Hr
ap-southeast-5,DMS Serverless Multi-AZ 4 DCU,0.704,35%,1.0830769231,AWS DMS Serverless,N/A,AWSDatabaseMigrationSvc,APS7-DMSServerlessRepMultiAZCapacityUsg:4,CreateDMSInstance,DCU-Hr
ap-southeast-5,DMS Serverless Multi-AZ 64 DCU,11.24,35%,17.2923076923,AWS DMS Serverless,N/A,AWSDatabaseMigrationSvc,APS7-DMSServerlessRepMultiAZCapacityUsg:64,CreateDMSInstance,DCU-Hr
ap-southeast-5,DMS Serverless Multi-AZ 8 DCU,1.408,35%,2.1661538462,AWS DMS Serverless,N/A,AWSDatabaseMigrationSvc,APS7-DMSServerlessRepMultiAZCapacityUsg:8,CreateDMSInstance,DCU-Hr
ap-southeast-5,db.m7g.12xlarge,3.8208,20%,4.776,Aurora MySQL,Open Source,AmazonRDS,APS7-InstanceUsage:db.m7g.12xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.m7g.16xlarge,5.0944,20%,6.368,Aurora MySQL,Open Source,AmazonRDS,APS7-InstanceUsage:db.m7g.16xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.m7g.2xlarge,0.6368,20%,0.796,Aurora MySQL,Open Source,AmazonRDS,APS7-InstanceUsage:db.m7g.2xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.m7g.4xlarge,1.2736,20%,1.592,Aurora MySQL,Open Source,AmazonRDS,APS7-InstanceUsage:db.m7g.4xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.m7g.8xlarge,2.5472,20%,3.184,Aurora MySQL,Open Source,AmazonRDS,APS7-InstanceUsage:db.m7g.8xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.m7g.large,0.1592,20%,0.199,Aurora MySQL,Open Source,AmazonRDS,APS7-InstanceUsage:db.m7g.large,CreateDBInstance:0014,Hrs
ap-southeast-5,db.m7g.xlarge,0.3184,20%,0.398,Aurora MySQL,Open Source,AmazonRDS,APS7-InstanceUsage:db.m7g.xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.m7i.12xlarge,4.032,20%,5.04,Aurora MySQL,Open Source,AmazonRDS,APS7-InstanceUsage:db.m7i.12xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.m7i.16xlarge,5.376,20%,6.72,Aurora MySQL,Open Source,AmazonRDS,APS7-InstanceUsage:db.m7i.16xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.m7i.24xlarge,8.064,20%,10.08,Aurora MySQL,Open Source,AmazonRDS,APS7-InstanceUsage:db.m7i.24xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.m7i.2xlarge,0.672,20%,0.84,Aurora MySQL,Open Source,AmazonRDS,APS7-InstanceUsage:db.m7i.2xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.m7i.48xlarge,16.128,20%,20.16,Aurora MySQL,Open Source,AmazonRDS,APS7-InstanceUsage:db.m7i.48xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.m7i.4xlarge,1.344,20%,1.68,Aurora MySQL,Open Source,AmazonRDS,APS7-InstanceUsage:db.m7i.4xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.m7i.8xlarge,2.688,20%,3.36,Aurora MySQL,Open Source,AmazonRDS,APS7-InstanceUsage:db.m7i.8xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.m7i.large,0.168,20%,0.21,Aurora MySQL,Open Source,AmazonRDS,APS7-InstanceUsage:db.m7i.large,CreateDBInstance:0014,Hrs
ap-southeast-5,db.m7i.xlarge,0.336,20%,0.42,Aurora MySQL,Open Source,AmazonRDS,APS7-InstanceUsage:db.m7i.xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.r7g.12xlarge,4.6848,20%,5.856,Aurora MySQL,Open Source,AmazonRDS,APS7-InstanceUsage:db.r7g.12xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.r7g.16xlarge,6.2464,20%,7.808,Aurora MySQL,Open Source,AmazonRDS,APS7-InstanceUsage:db.r7g.16xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.r7g.2xlarge,0.7808,20%,0.976,Aurora MySQL,Open Source,AmazonRDS,APS7-InstanceUsage:db.r7g.2xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.r7g.4xlarge,1.5616,20%,1.952,Aurora MySQL,Open Source,AmazonRDS,APS7-InstanceUsage:db.r7g.4xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.r7g.8xlarge,3.1232,20%,3.904,Aurora MySQL,Open Source,AmazonRDS,APS7-InstanceUsage:db.r7g.8xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.r7g.large,0.1952,20%,0.244,Aurora MySQL,Open Source,AmazonRDS,APS7-InstanceUsage:db.r7g.large,CreateDBInstance:0014,Hrs
ap-southeast-5,db.r7g.xlarge,0.3904,20%,0.488,Aurora MySQL,Open Source,AmazonRDS,APS7-InstanceUsage:db.r7g.xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.r7i.12xlarge,4.896,20%,6.12,Aurora MySQL,Open Source,AmazonRDS,APS7-InstanceUsage:db.r7i.12xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.r7i.16xlarge,6.528,20%,8.16,Aurora MySQL,Open Source,AmazonRDS,APS7-InstanceUsage:db.r7i.16xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.r7i.24xlarge,9.792,20%,12.24,Aurora MySQL,Open Source,AmazonRDS,APS7-InstanceUsage:db.r7i.24xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.r7i.2xlarge,0.816,20%,1.02,Aurora MySQL,Open Source,AmazonRDS,APS7-InstanceUsage:db.r7i.2xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.r7i.48xlarge,19.584,20%,24.48,Aurora MySQL,Open Source,AmazonRDS,APS7-InstanceUsage:db.r7i.48xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.r7i.4xlarge,1.632,20%,2.04,Aurora MySQL,Open Source,AmazonRDS,APS7-InstanceUsage:db.r7i.4xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.r7i.8xlarge,3.264,20%,4.08,Aurora MySQL,Open Source,AmazonRDS,APS7-InstanceUsage:db.r7i.8xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.r7i.large,0.204,20%,0.255,Aurora MySQL,Open Source,AmazonRDS,APS7-InstanceUsage:db.r7i.large,CreateDBInstance:0014,Hrs
ap-southeast-5,db.r7i.xlarge,0.408,20%,0.51,Aurora MySQL,Open Source,AmazonRDS,APS7-InstanceUsage:db.r7i.xl,CreateDBInstance:0014,Hrs
ap-southeast-5,Aurora Serverless v2 ACU,0.117,35%,0.18,Aurora MySQL (I/O Optimized),Open Source,AmazonRDS,APS7-Aurora:ServerlessV2Usage,CreateDBInstance:0016,ACU-Hr
ap-southeast-5,db.r7g.12xlarge,5.4336,20%,6.792,Aurora MySQL (I/O Optimized),Open Source,AmazonRDS,APS7-InstanceUsage:db.r7g.12xl,CreateDBInstance:0016,Hrs
ap-southeast-5,db.r7g.16xlarge,7.2448,20%,9.056,Aurora MySQL (I/O Optimized),Open Source,AmazonRDS,APS7-InstanceUsage:db.r7g.16xl,CreateDBInstance:0016,Hrs
ap-southeast-5,db.r7g.2xlarge,0.9056,20%,1.132,Aurora MySQL (I/O Optimized),Open Source,AmazonRDS,APS7-InstanceUsage:db.r7g.2xl,CreateDBInstance:0016,Hrs
ap-southeast-5,db.r7g.4xlarge,1.8112,20%,2.264,Aurora MySQL (I/O Optimized),Open Source,AmazonRDS,APS7-InstanceUsage:db.r7g.4xl,CreateDBInstance:0016,Hrs
ap-southeast-5,db.r7g.8xlarge,3.6224,20%,4.528,Aurora MySQL (I/O Optimized),Open Source,AmazonRDS,APS7-InstanceUsage:db.r7g.8xl,CreateDBInstance:0016,Hrs
ap-southeast-5,db.r7g.large,0.2264,20%,0.283,Aurora MySQL (I/O Optimized),Open Source,AmazonRDS,APS7-InstanceUsage:db.r7g.large,CreateDBInstance:0016,Hrs
ap-southeast-5,db.r7g.xlarge,0.4528,20%,0.566,Aurora MySQL (I/O Optimized),Open Source,AmazonRDS,APS7-InstanceUsage:db.r7g.xl,CreateDBInstance:0016,Hrs
ap-southeast-5,db.r7i.12xlarge,5.7024,20%,7.128,Aurora MySQL (I/O Optimized),Open Source,AmazonRDS,APS7-InstanceUsage:db.r7i.12xl,CreateDBInstance:0016,Hrs
ap-southeast-5,db.r7i.16xlarge,7.6032,20%,9.504,Aurora MySQL (I/O Optimized),Open Source,AmazonRDS,APS7-InstanceUsage:db.r7i.16xl,CreateDBInstance:0016,Hrs
ap-southeast-5,db.r7i.24xlarge,11.4048,20%,14.256,Aurora MySQL (I/O Optimized),Open Source,AmazonRDS,APS7-InstanceUsage:db.r7i.24xl,CreateDBInstance:0016,Hrs
ap-southeast-5,db.r7i.2xlarge,0.9504,20%,1.188,Aurora MySQL (I/O Optimized),Open Source,AmazonRDS,APS7-InstanceUsage:db.r7i.2xl,CreateDBInstance:0016,Hrs
ap-southeast-5,db.r7i.48xlarge,22.572,20%,28.215,Aurora MySQL (I/O Optimized),Open Source,AmazonRDS,APS7-InstanceUsage:db.r7i.48xl,CreateDBInstance:0016,Hrs
ap-southeast-5,db.r7i.4xlarge,1.9008,20%,2.376,Aurora MySQL (I/O Optimized),Open Source,AmazonRDS,APS7-InstanceUsage:db.r7i.4xl,CreateDBInstance:0016,Hrs
ap-southeast-5,db.r7i.8xlarge,3.8016,20%,4.752,Aurora MySQL (I/O Optimized),Open Source,AmazonRDS,APS7-InstanceUsage:db.r7i.8xl,CreateDBInstance:0016,Hrs
ap-southeast-5,db.r7i.large,0.2376,20%,0.297,Aurora MySQL (I/O Optimized),Open Source,AmazonRDS,APS7-InstanceUsage:db.r7i.large,CreateDBInstance:0016,Hrs
ap-southeast-5,db.r7i.xlarge,0.4752,20%,0.594,Aurora MySQL (I/O Optimized),Open Source,AmazonRDS,APS7-InstanceUsage:db.r7i.xl,CreateDBInstance:0016,Hrs
ap-southeast-5,Aurora Serverless v2 ACU,0.1521,35%,0.234,Aurora MySQL (I/O Optimized) (I/O Optimized),Open Source,AmazonRDS,APS7-Aurora:ServerlessV2IOOptimizedUsage,CreateDBInstance:0016,ACU-Hr
ap-southeast-5,db.r7g.12xlarge,7.064,20%,8.83,Aurora MySQL (I/O Optimized) (I/O Optimized),Open Source,AmazonRDS,APS7-InstanceUsageIOOptimized:db.r7g.12xl,CreateDBInstance:0016,Hrs
ap-southeast-5,db.r7g.16xlarge,9.4184,20%,11.773,Aurora MySQL (I/O Optimized) (I/O Optimized),Open Source,AmazonRDS,APS7-InstanceUsageIOOptimized:db.r7g.16xl,CreateDBInstance:0016,Hrs
ap-southeast-5,db.r7g.2xlarge,1.1776,20%,1.472,Aurora MySQL (I/O Optimized) (I/O Optimized),Open Source,AmazonRDS,APS7-InstanceUsageIOOptimized:db.r7g.2xl,CreateDBInstance:0016,Hrs
ap-southeast-5,db.r7g.4xlarge,2.3544,20%,2.943,Aurora MySQL (I/O Optimized) (I/O Optimized),Open Source,AmazonRDS,APS7-InstanceUsageIOOptimized:db.r7g.4xl,CreateDBInstance:0016,Hrs
ap-southeast-5,db.r7g.8xlarge,4.7088,20%,5.886,Aurora MySQL (I/O Optimized) (I/O Optimized),Open Source,AmazonRDS,APS7-InstanceUsageIOOptimized:db.r7g.8xl,CreateDBInstance:0016,Hrs
ap-southeast-5,db.r7g.large,0.2944,20%,0.368,Aurora MySQL (I/O Optimized) (I/O Optimized),Open Source,AmazonRDS,APS7-InstanceUsageIOOptimized:db.r7g.large,CreateDBInstance:0016,Hrs
ap-southeast-5,db.r7g.xlarge,0.5888,20%,0.736,Aurora MySQL (I/O Optimized) (I/O Optimized),Open Source,AmazonRDS,APS7-InstanceUsageIOOptimized:db.r7g.xl,CreateDBInstance:0016,Hrs
ap-southeast-5,db.r7i.12xlarge,7.4128,20%,9.266,Aurora MySQL (I/O Optimized) (I/O Optimized),Open Source,AmazonRDS,APS7-InstanceUsageIOOptimized:db.r7i.12xl,CreateDBInstance:0016,Hrs
ap-southeast-5,db.r7i.16xlarge,9.884,20%,12.355,Aurora MySQL (I/O Optimized) (I/O Optimized),Open Source,AmazonRDS,APS7-InstanceUsageIOOptimized:db.r7i.16xl,CreateDBInstance:0016,Hrs
ap-southeast-5,db.r7i.24xlarge,14.8264,20%,18.533,Aurora MySQL (I/O Optimized) (I/O Optimized),Open Source,AmazonRDS,APS7-InstanceUsageIOOptimized:db.r7i.24xl,CreateDBInstance:0016,Hrs
ap-southeast-5,db.r7i.2xlarge,1.2352,20%,1.544,Aurora MySQL (I/O Optimized) (I/O Optimized),Open Source,AmazonRDS,APS7-InstanceUsageIOOptimized:db.r7i.2xl,CreateDBInstance:0016,Hrs
ap-southeast-5,db.r7i.48xlarge,29.6528,20%,37.066,Aurora MySQL (I/O Optimized) (I/O Optimized),Open Source,AmazonRDS,APS7-InstanceUsageIOOptimized:db.r7i.48xl,CreateDBInstance:0016,Hrs
ap-southeast-5,db.r7i.4xlarge,2.4712,20%,3.089,Aurora MySQL (I/O Optimized) (I/O Optimized),Open Source,AmazonRDS,APS7-InstanceUsageIOOptimized:db.r7i.4xl,CreateDBInstance:0016,Hrs
ap-southeast-5,db.r7i.8xlarge,4.9424,20%,6.178,Aurora MySQL (I/O Optimized) (I/O Optimized),Open Source,AmazonRDS,APS7-InstanceUsageIOOptimized:db.r7i.8xl,CreateDBInstance:0016,Hrs
ap-southeast-5,db.r7i.large,0.3088,20%,0.386,Aurora MySQL (I/O Optimized) (I/O Optimized),Open Source,AmazonRDS,APS7-InstanceUsageIOOptimized:db.r7i.large,CreateDBInstance:0016,Hrs
ap-southeast-5,db.r7i.xlarge,0.6176,20%,0.772,Aurora MySQL (I/O Optimized) (I/O Optimized),Open Source,AmazonRDS,APS7-InstanceUsageIOOptimized:db.r7i.xl,CreateDBInstance:0016,Hrs
ap-southeast-5,db.m7g.12xlarge,7.6416,20%,9.552,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,APS7-Multi-AZUsage:db.m7g.12xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.m7g.16xlarge,10.1888,20%,12.736,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,APS7-Multi-AZUsage:db.m7g.16xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.m7g.2xlarge,1.2736,20%,1.592,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,APS7-Multi-AZUsage:db.m7g.2xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.m7g.4xlarge,2.5472,20%,3.184,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,APS7-Multi-AZUsage:db.m7g.4xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.m7g.8xlarge,5.0944,20%,6.368,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,APS7-Multi-AZUsage:db.m7g.8xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.m7g.large,0.3184,20%,0.398,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,APS7-Multi-AZUsage:db.m7g.large,CreateDBInstance:0014,Hrs
ap-southeast-5,db.m7g.xlarge,0.6368,20%,0.796,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,APS7-Multi-AZUsage:db.m7g.xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.m7i.12xlarge,8.064,20%,10.08,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,APS7-Multi-AZUsage:db.m7i.12xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.m7i.16xlarge,10.752,20%,13.44,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,APS7-Multi-AZUsage:db.m7i.16xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.m7i.24xlarge,16.128,20%,20.16,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,APS7-Multi-AZUsage:db.m7i.24xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.m7i.2xlarge,1.344,20%,1.68,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,APS7-Multi-AZUsage:db.m7i.2xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.m7i.48xlarge,32.256,20%,40.32,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,APS7-Multi-AZUsage:db.m7i.48xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.m7i.4xlarge,2.688,20%,3.36,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,APS7-Multi-AZUsage:db.m7i.4xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.m7i.8xlarge,5.376,20%,6.72,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,APS7-Multi-AZUsage:db.m7i.8xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.m7i.large,0.336,20%,0.42,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,APS7-Multi-AZUsage:db.m7i.large,CreateDBInstance:0014,Hrs
ap-southeast-5,db.m7i.xlarge,0.672,20%,0.84,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,APS7-Multi-AZUsage:db.m7i.xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.r7g.12xlarge,9.3696,20%,11.712,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,APS7-Multi-AZUsage:db.r7g.12xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.r7g.16xlarge,12.4928,20%,15.616,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,APS7-Multi-AZUsage:db.r7g.16xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.r7g.2xlarge,1.5616,20%,1.952,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,APS7-Multi-AZUsage:db.r7g.2xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.r7g.4xlarge,3.1232,20%,3.904,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,APS7-Multi-AZUsage:db.r7g.4xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.r7g.8xlarge,6.2464,20%,7.808,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,APS7-Multi-AZUsage:db.r7g.8xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.r7g.large,0.3904,20%,0.488,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,APS7-Multi-AZUsage:db.r7g.large,CreateDBInstance:0014,Hrs
ap-southeast-5,db.r7g.xlarge,0.7808,20%,0.976,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,APS7-Multi-AZUsage:db.r7g.xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.r7i.12xlarge,9.792,20%,12.24,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,APS7-Multi-AZUsage:db.r7i.12xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.r7i.16xlarge,13.056,20%,16.32,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,APS7-Multi-AZUsage:db.r7i.16xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.r7i.24xlarge,19.584,20%,24.48,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,APS7-Multi-AZUsage:db.r7i.24xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.r7i.2xlarge,1.632,20%,2.04,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,APS7-Multi-AZUsage:db.r7i.2xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.r7i.48xlarge,39.168,20%,48.96,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,APS7-Multi-AZUsage:db.r7i.48xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.r7i.4xlarge,3.264,20%,4.08,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,APS7-Multi-AZUsage:db.r7i.4xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.r7i.8xlarge,6.528,20%,8.16,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,APS7-Multi-AZUsage:db.r7i.8xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.r7i.large,0.408,20%,0.51,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,APS7-Multi-AZUsage:db.r7i.large,CreateDBInstance:0014,Hrs
ap-southeast-5,db.r7i.xlarge,0.816,20%,1.02,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,APS7-Multi-AZUsage:db.r7i.xl,CreateDBInstance:0014,Hrs
ap-southeast-5,db.m7g.12xlarge,3.8208,20%,4.776,Aurora PostgreSQL,Open Source,AmazonRDS,APS7-InstanceUsage:db.m7g.12xl,CreateDBInstance:0002,Hrs
ap-southeast-5,db.m7g.16xlarge,5.0944,20%,6.368,Aurora PostgreSQL,Open Source,AmazonRDS,APS7-InstanceUsage:db.m7g.16xl,CreateDBInstance:0002,Hrs
ap-southeast-5,db.m7g.2xlarge,0.6368,20%,0.796,Aurora PostgreSQL,Open Source,AmazonRDS,APS7-InstanceUsage:db.m7g.2xl,CreateDBInstance:0002,Hrs
ap-southeast-5,db.m7g.4xlarge,1.2736,20%,1.592,Aurora PostgreSQL,Open Source,AmazonRDS,APS7-InstanceUsage:db.m7g.4xl,CreateDBInstance:0002,Hrs
ap-southeast-5,db.m7g.8xlarge,2.5472,20%,3.184,Aurora PostgreSQL,Open Source,AmazonRDS,APS7-InstanceUsage:db.m7g.8xl,CreateDBInstance:0002,Hrs
ap-southeast-5,db.m7g.large,0.1592,20%,0.199,Aurora PostgreSQL,Open Source,AmazonRDS,APS7-InstanceUsage:db.m7g.large,CreateDBInstance:0002,Hrs
ap-southeast-5,db.m7g.xlarge,0.3184,20%,0.398,Aurora PostgreSQL,Open Source,AmazonRDS,APS7-InstanceUsage:db.m7g.xl,CreateDBInstance:0002,Hrs
ap-southeast-5,db.m7i.12xlarge,4.032,20%,5.04,Aurora PostgreSQL,Open Source,AmazonRDS,APS7-InstanceUsage:db.m7i.12xl,CreateDBInstance:0002,Hrs
ap-southeast-5,db.m7i.16xlarge,5.376,20%,6.72,Aurora PostgreSQL,Open Source,AmazonRDS,APS7-InstanceUsage:db.m7i.16xl,CreateDBInstance:0002,Hrs
ap-southeast-5,db.m7i.24xlarge,8.064,20%,10.08,Aurora PostgreSQL,Open Source,AmazonRDS,APS7-InstanceUsage:db.m7i.24xl,CreateDBInstance:0002,Hrs
ap-southeast-5,db.m7i.2xlarge,0.672,20%,0.84,Aurora PostgreSQL,Open Source,AmazonRDS,APS7-InstanceUsage:db.m7i.2xl,CreateDBInstance:0002,Hrs
ap-southeast-5,db.m7i.48xlarge,16.128,20%,20.16,Aurora PostgreSQL,Open Source,AmazonRDS,APS7-InstanceUsage:db.m7i.48xl,CreateDBInstance:0002,Hrs
ap-southeast-5,db.m7i.4xlarge,1.344,20%,1.68,Aurora PostgreSQL,Open Source,AmazonRDS,APS7-InstanceUsage:db.m7i.4xl,CreateDBInstance:0002,Hrs
ap-southeast-5,db.m7i.8xlarge,2.688,20%,3.36,Aurora PostgreSQL,Open Source,AmazonRDS,APS7-InstanceUsage:db.m7i.8xl,CreateDBInstance:0002,Hrs
