Region,Instance Type,Savings Plan Rate,Savings over On-Demand,On-Demand Rate,Database Edition,License Model,Service Code,Usage Type,Operation,Unit
af-south-1,dms.c7i.12xlarge,8.232,20%,10.29,AWS DMS,N/A,AWSDatabaseMigrationSvc,AFS1-Multi-AZUsg:dms.c7i.12xlarge,CreateDMSInstance,Hrs
af-south-1,dms.c7i.12xlarge,4.12,20%,5.15,AWS DMS,N/A,AWSDatabaseMigrationSvc,AFS1-InstanceUsg:dms.c7i.12xlarge,CreateDMSInstance,Hrs
af-south-1,dms.c7i.16xlarge,11.344,20%,14.18,AWS DMS,N/A,AWSDatabaseMigrationSvc,AFS1-Multi-AZUsg:dms.c7i.16xlarge,CreateDMSInstance,Hrs
af-south-1,dms.c7i.16xlarge,5.672,20%,7.09,AWS DMS,N/A,AWSDatabaseMigrationSvc,AFS1-InstanceUsg:dms.c7i.16xlarge,CreateDMSInstance,Hrs
af-south-1,dms.c7i.24xlarge,16.456,20%,20.57,AWS DMS,N/A,AWSDatabaseMigrationSvc,AFS1-Multi-AZUsg:dms.c7i.24xlarge,CreateDMSInstance,Hrs
af-south-1,dms.c7i.24xlarge,8.232,20%,10.29,AWS DMS,N/A,AWSDatabaseMigrationSvc,AFS1-InstanceUsg:dms.c7i.24xlarge,CreateDMSInstance,Hrs
af-south-1,dms.c7i.2xlarge,1.424,20%,1.78,AWS DMS,N/A,AWSDatabaseMigrationSvc,AFS1-Multi-AZUsg:dms.c7i.2xlarge,CreateDMSInstance,Hrs
af-south-1,dms.c7i.2xlarge,0.712,20%,0.89,AWS DMS,N/A,AWSDatabaseMigrationSvc,AFS1-InstanceUsg:dms.c7i.2xlarge,CreateDMSInstance,Hrs
af-south-1,dms.c7i.48xlarge,16.456,20%,20.57,AWS DMS,N/A,AWSDatabaseMigrationSvc,AFS1-InstanceUsg:dms.c7i.48xlarge,CreateDMSInstance,Hrs
af-south-1,dms.c7i.48xlarge,32.912,20%,41.14,AWS DMS,N/A,AWSDatabaseMigrationSvc,AFS1-Multi-AZUsg:dms.c7i.48xlarge,CreateDMSInstance,Hrs
af-south-1,dms.c7i.4xlarge,1.424,20%,1.78,AWS DMS,N/A,AWSDatabaseMigrationSvc,AFS1-InstanceUsg:dms.c7i.4xlarge,CreateDMSInstance,Hrs
af-south-1,dms.c7i.4xlarge,2.84,20%,3.55,AWS DMS,N/A,AWSDatabaseMigrationSvc,AFS1-Multi-AZUsg:dms.c7i.4xlarge,CreateDMSInstance,Hrs
af-south-1,dms.c7i.8xlarge,2.84,20%,3.55,AWS DMS,N/A,AWSDatabaseMigrationSvc,AFS1-InstanceUsg:dms.c7i.8xlarge,CreateDMSInstance,Hrs
af-south-1,dms.c7i.8xlarge,5.672,20%,7.09,AWS DMS,N/A,AWSDatabaseMigrationSvc,AFS1-Multi-AZUsg:dms.c7i.8xlarge,CreateDMSInstance,Hrs
af-south-1,dms.c7i.large,0.36,20%,0.45,AWS DMS,N/A,AWSDatabaseMigrationSvc,AFS1-Multi-AZUsg:dms.c7i.large,CreateDMSInstance,Hrs
af-south-1,dms.c7i.large,0.184,20%,0.23,AWS DMS,N/A,AWSDatabaseMigrationSvc,AFS1-InstanceUsg:dms.c7i.large,CreateDMSInstance,Hrs
af-south-1,dms.c7i.xlarge,0.36,20%,0.45,AWS DMS,N/A,AWSDatabaseMigrationSvc,AFS1-InstanceUsg:dms.c7i.xlarge,CreateDMSInstance,Hrs
af-south-1,dms.c7i.xlarge,0.712,20%,0.89,AWS DMS,N/A,AWSDatabaseMigrationSvc,AFS1-Multi-AZUsg:dms.c7i.xlarge,CreateDMSInstance,Hrs
af-south-1,dms.r7i.12xlarge,6.064,20%,7.58,AWS DMS,N/A,AWSDatabaseMigrationSvc,AFS1-InstanceUsg:dms.r7i.12xlarge,CreateDMSInstance,Hrs
af-south-1,dms.r7i.12xlarge,12.128,20%,15.16,AWS DMS,N/A,AWSDatabaseMigrationSvc,AFS1-Multi-AZUsg:dms.r7i.12xlarge,CreateDMSInstance,Hrs
af-south-1,dms.r7i.16xlarge,16.168,20%,20.21,AWS DMS,N/A,AWSDatabaseMigrationSvc,AFS1-Multi-AZUsg:dms.r7i.16xlarge,CreateDMSInstance,Hrs
af-south-1,dms.r7i.16xlarge,8.088,20%,10.11,AWS DMS,N/A,AWSDatabaseMigrationSvc,AFS1-InstanceUsg:dms.r7i.16xlarge,CreateDMSInstance,Hrs
af-south-1,dms.r7i.24xlarge,12.128,20%,15.16,AWS DMS,N/A,AWSDatabaseMigrationSvc,AFS1-InstanceUsg:dms.r7i.24xlarge,CreateDMSInstance,Hrs
af-south-1,dms.r7i.24xlarge,24.256,20%,30.32,AWS DMS,N/A,AWSDatabaseMigrationSvc,AFS1-Multi-AZUsg:dms.r7i.24xlarge,CreateDMSInstance,Hrs
af-south-1,dms.r7i.2xlarge,1.84,20%,2.3,AWS DMS,N/A,AWSDatabaseMigrationSvc,AFS1-Multi-AZUsg:dms.r7i.2xlarge,CreateDMSInstance,Hrs
af-south-1,dms.r7i.2xlarge,0.92,20%,1.15,AWS DMS,N/A,AWSDatabaseMigrationSvc,AFS1-InstanceUsg:dms.r7i.2xlarge,CreateDMSInstance,Hrs
af-south-1,dms.r7i.48xlarge,24.256,20%,30.32,AWS DMS,N/A,AWSDatabaseMigrationSvc,AFS1-InstanceUsg:dms.r7i.48xlarge,CreateDMSInstance,Hrs
af-south-1,dms.r7i.48xlarge,48.504,20%,60.63,AWS DMS,N/A,AWSDatabaseMigrationSvc,AFS1-Multi-AZUsg:dms.r7i.48xlarge,CreateDMSInstance,Hrs
af-south-1,dms.r7i.4xlarge,1.84,20%,2.3,AWS DMS,N/A,AWSDatabaseMigrationSvc,AFS1-InstanceUsg:dms.r7i.4xlarge,CreateDMSInstance,Hrs
af-south-1,dms.r7i.4xlarge,3.68,20%,4.6,AWS DMS,N/A,AWSDatabaseMigrationSvc,AFS1-Multi-AZUsg:dms.r7i.4xlarge,CreateDMSInstance,Hrs
af-south-1,dms.r7i.8xlarge,4.048,20%,5.06,AWS DMS,N/A,AWSDatabaseMigrationSvc,AFS1-InstanceUsg:dms.r7i.8xlarge,CreateDMSInstance,Hrs
af-south-1,dms.r7i.8xlarge,8.088,20%,10.11,AWS DMS,N/A,AWSDatabaseMigrationSvc,AFS1-Multi-AZUsg:dms.r7i.8xlarge,CreateDMSInstance,Hrs
af-south-1,dms.r7i.large,0.464,20%,0.58,AWS DMS,N/A,AWSDatabaseMigrationSvc,AFS1-Multi-AZUsg:dms.r7i.large,CreateDMSInstance,Hrs
af-south-1,dms.r7i.large,0.232,20%,0.29,AWS DMS,N/A,AWSDatabaseMigrationSvc,AFS1-InstanceUsg:dms.r7i.large,CreateDMSInstance,Hrs
af-south-1,dms.r7i.xlarge,0.92,20%,1.15,AWS DMS,N/A,AWSDatabaseMigrationSvc,AFS1-Multi-AZUsg:dms.r7i.xlarge,CreateDMSInstance,Hrs
af-south-1,dms.r7i.xlarge,0.464,20%,0.58,AWS DMS,N/A,AWSDatabaseMigrationSvc,AFS1-InstanceUsg:dms.r7i.xlarge,CreateDMSInstance,Hrs
af-south-1,DMS Serverless 1 DCU,0.088703804,35%,0.1364673908,AWS DMS Serverless,N/A,AWSDatabaseMigrationSvc,AFS1-DMSServerlessRepCapacityUsg:1,CreateDMSInstance,DCU-Hr
af-south-1,DMS Serverless 128 DCU,11.35408694,35%,17.4678260615,AWS DMS Serverless,N/A,AWSDatabaseMigrationSvc,AFS1-DMSServerlessRepCapacityUsg:128,CreateDMSInstance,DCU-Hr
af-south-1,DMS Serverless 16 DCU,1.419260868,35%,2.1834782585,AWS DMS Serverless,N/A,AWSDatabaseMigrationSvc,AFS1-DMSServerlessRepCapacityUsg:16,CreateDMSInstance,DCU-Hr
af-south-1,DMS Serverless 192 DCU,17.03113042,35%,26.2017391077,AWS DMS Serverless,N/A,AWSDatabaseMigrationSvc,AFS1-DMSServerlessRepCapacityUsg:192,CreateDMSInstance,DCU-Hr
af-south-1,DMS Serverless 2 DCU,0.177407609,35%,0.2729347831,AWS DMS Serverless,N/A,AWSDatabaseMigrationSvc,AFS1-DMSServerlessRepCapacityUsg:2,CreateDMSInstance,DCU-Hr
af-south-1,DMS Serverless 256 DCU,22.70817389,35%,34.9356521385,AWS DMS Serverless,N/A,AWSDatabaseMigrationSvc,AFS1-DMSServerlessRepCapacityUsg:256,CreateDMSInstance,DCU-Hr
af-south-1,DMS Serverless 32 DCU,2.838521735,35%,4.3669565154,AWS DMS Serverless,N/A,AWSDatabaseMigrationSvc,AFS1-DMSServerlessRepCapacityUsg:32,CreateDMSInstance,DCU-Hr
af-south-1,DMS Serverless 384 DCU,34.06226082,35%,52.4034781846,AWS DMS Serverless,N/A,AWSDatabaseMigrationSvc,AFS1-DMSServerlessRepCapacityUsg:384,CreateDMSInstance,DCU-Hr
af-south-1,DMS Serverless 4 DCU,0.354815217,35%,0.5458695646,AWS DMS Serverless,N/A,AWSDatabaseMigrationSvc,AFS1-DMSServerlessRepCapacityUsg:4,CreateDMSInstance,DCU-Hr
af-south-1,DMS Serverless 64 DCU,5.677043471,35%,8.7339130323,AWS DMS Serverless,N/A,AWSDatabaseMigrationSvc,AFS1-DMSServerlessRepCapacityUsg:64,CreateDMSInstance,DCU-Hr
af-south-1,DMS Serverless 8 DCU,0.709630434,35%,1.0917391292,AWS DMS Serverless,N/A,AWSDatabaseMigrationSvc,AFS1-DMSServerlessRepCapacityUsg:8,CreateDMSInstance,DCU-Hr
af-south-1,DMS Serverless Multi-AZ 1 DCU,0.177407609,35%,0.2729347831,AWS DMS Serverless,N/A,AWSDatabaseMigrationSvc,AFS1-DMSServerlessRepMultiAZCapacityUsg:1,CreateDMSInstance,DCU-Hr
af-south-1,DMS Serverless Multi-AZ 128 DCU,22.70817389,35%,34.9356521385,AWS DMS Serverless,N/A,AWSDatabaseMigrationSvc,AFS1-DMSServerlessRepMultiAZCapacityUsg:128,CreateDMSInstance,DCU-Hr
af-south-1,DMS Serverless Multi-AZ 16 DCU,2.838521735,35%,4.3669565154,AWS DMS Serverless,N/A,AWSDatabaseMigrationSvc,AFS1-DMSServerlessRepMultiAZCapacityUsg:16,CreateDMSInstance,DCU-Hr
af-south-1,DMS Serverless Multi-AZ 192 DCU,34.06226082,35%,52.4034781846,AWS DMS Serverless,N/A,AWSDatabaseMigrationSvc,AFS1-DMSServerlessRepMultiAZCapacityUsg:192,CreateDMSInstance,DCU-Hr
af-south-1,DMS Serverless Multi-AZ 2 DCU,0.354815217,35%,0.5458695646,AWS DMS Serverless,N/A,AWSDatabaseMigrationSvc,AFS1-DMSServerlessRepMultiAZCapacityUsg:2,CreateDMSInstance,DCU-Hr
af-south-1,DMS Serverless Multi-AZ 256 DCU,45.41634777,35%,69.8713042615,AWS DMS Serverless,N/A,AWSDatabaseMigrationSvc,AFS1-DMSServerlessRepMultiAZCapacityUsg:256,CreateDMSInstance,DCU-Hr
af-south-1,DMS Serverless Multi-AZ 32 DCU,5.677043471,35%,8.7339130323,AWS DMS Serverless,N/A,AWSDatabaseMigrationSvc,AFS1-DMSServerlessRepMultiAZCapacityUsg:32,CreateDMSInstance,DCU-Hr
af-south-1,DMS Serverless Multi-AZ 384 DCU,68.12452166,35%,104.8069564,AWS DMS Serverless,N/A,AWSDatabaseMigrationSvc,AFS1-DMSServerlessRepMultiAZCapacityUsg:384,CreateDMSInstance,DCU-Hr
af-south-1,DMS Serverless Multi-AZ 4 DCU,0.709630434,35%,1.0917391292,AWS DMS Serverless,N/A,AWSDatabaseMigrationSvc,AFS1-DMSServerlessRepMultiAZCapacityUsg:4,CreateDMSInstance,DCU-Hr
af-south-1,DMS Serverless Multi-AZ 64 DCU,11.35408694,35%,17.4678260615,AWS DMS Serverless,N/A,AWSDatabaseMigrationSvc,AFS1-DMSServerlessRepMultiAZCapacityUsg:64,CreateDMSInstance,DCU-Hr
af-south-1,DMS Serverless Multi-AZ 8 DCU,1.419260868,35%,2.1834782585,AWS DMS Serverless,N/A,AWSDatabaseMigrationSvc,AFS1-DMSServerlessRepMultiAZCapacityUsg:8,CreateDMSInstance,DCU-Hr
af-south-1,DynamoDB Read Capacity Unit,0.0001539384,12%,0.00017493,AmazonMCS,N/A,AmazonMCS,AFS1-ReadCapacityUnit-Hrs,CommittedThroughput,ReadCapacityUnit-Hrs
af-south-1,DynamoDB Read Request Unit,0.000000138,18%,0.0000001683,AmazonMCS,N/A,AmazonMCS,AFS1-ReadRequestUnits,PayPerRequestThroughput,ReadRequestUnits
af-south-1,DynamoDB Write Capacity Unit,0.000769692,12%,0.00087465,AmazonMCS,N/A,AmazonMCS,AFS1-WriteCapacityUnit-Hrs,CommittedThroughput,WriteCapacityUnit-Hrs
af-south-1,DynamoDB Write Request Unit,0.0000006879,18%,0.0000008389,AmazonMCS,N/A,AmazonMCS,AFS1-WriteRequestUnits,PayPerRequestThroughput,WriteRequestUnits
af-south-1,Aurora Serverless v2 ACU,0.104,35%,0.16,Aurora MySQL (I/O Optimized),Open Source,AmazonRDS,AFS1-Aurora:ServerlessV2Usage,CreateDBInstance:0016,ACU-Hr
af-south-1,Aurora Serverless v2 ACU,0.1365,35%,0.21,Aurora MySQL (I/O Optimized) (I/O Optimized),Open Source,AmazonRDS,AFS1-Aurora:ServerlessV2IOOptimizedUsage,CreateDBInstance:0016,ACU-Hr
af-south-1,DocumentDB Serverless,0.08323,35%,0.1280461538,DocumentDB Serverless,AWS Native,AmazonDocDB,AFS1-DocumentDB:ServerlessIOOptimizedUsage,CreateDBInstance:0023,DCU-Hr
af-south-1,DocumentDB Serverless,0.07567,35%,0.1164153846,DocumentDB Serverless,AWS Native,AmazonDocDB,AFS1-DocumentDB:ServerlessUsage,CreateDBInstance:0023,DCU-Hr
af-south-1,DynamoDB Read Capacity Unit,0.000153938,12%,0.0001749295,DynamoDB,AWS Native,AmazonDynamoDB,AFS1-ReadCapacityUnit-Hrs,CommittedThroughput,ReadCapacityUnit-Hrs
af-south-1,DynamoDB Read Capacity Unit,0.000192456,12%,0.0002187,DynamoDB,AWS Native,AmazonDynamoDB,AFS1-IA-ReadCapacityUnit-Hrs,CommittedThroughput,ReadCapacityUnit-Hrs
af-south-1,DynamoDB Read Request Unit,0.0000001726,18%,0.0000002105,DynamoDB,AWS Native,AmazonDynamoDB,AFS1-IA-ReadRequestUnits,PayPerRequestThroughput,ReadRequestUnits
af-south-1,DynamoDB Read Request Unit,0.0000001378,18%,0.000000168,DynamoDB,AWS Native,AmazonDynamoDB,AFS1-ReadRequestUnits,PayPerRequestThroughput,ReadRequestUnits
af-south-1,DynamoDB Write Capacity Unit,0.000848936,12%,0.0009647,DynamoDB,AWS Native,AmazonDynamoDB,AFS1-IA-WriteCapacityUnit-Hrs,CommittedThroughput,WriteCapacityUnit-Hrs
af-south-1,DynamoDB Write Capacity Unit,0.000769692,12%,0.00087465,DynamoDB,AWS Native,AmazonDynamoDB,AFS1-ReplWriteCapacityUnit-Hrs,CommittedThroughput,ReplicatedWriteCapacityUnit-Hrs
af-south-1,DynamoDB Write Capacity Unit,0.000848936,12%,0.0009647,DynamoDB,AWS Native,AmazonDynamoDB,AFS1-IA-ReplWriteCapacityUnit-Hrs,CommittedThroughput,ReplicatedWriteCapacityUnit-Hrs
af-south-1,DynamoDB Write Capacity Unit,0.000769692,12%,0.00087465,DynamoDB,AWS Native,AmazonDynamoDB,AFS1-WriteCapacityUnit-Hrs,CommittedThroughput,WriteCapacityUnit-Hrs
af-south-1,DynamoDB Write Request Unit,0.0000006888,18%,0.00000084,DynamoDB,AWS Native,AmazonDynamoDB,AFS1-WriteRequestUnits,PayPerRequestThroughput,WriteRequestUnits
af-south-1,DynamoDB Write Request Unit,0.000000861,18%,0.00000105,DynamoDB,AWS Native,AmazonDynamoDB,AFS1-IA-ReplWriteRequestUnits,PayPerRequestThroughput,ReplicatedWriteRequestUnits
af-south-1,DynamoDB Write Request Unit,0.000000861,18%,0.00000105,DynamoDB,AWS Native,AmazonDynamoDB,AFS1-IA-WriteRequestUnits,PayPerRequestThroughput,WriteRequestUnits
af-south-1,DynamoDB Write Request Unit,0.0000006888,18%,0.00000084,DynamoDB,AWS Native,AmazonDynamoDB,AFS1-ReplWriteRequestUnits,PayPerRequestThroughput,ReplicatedWriteRequestUnits
af-south-1,AFS1-CachedData:Valkey,0.0784,20%,0.098,ElastiCache for Valkey,Open Source,AmazonElastiCache,AFS1-CachedData:Valkey,CreateServerlessCache,GB-Hours
af-south-1,AFS1-ElastiCacheProcessingUnits:Valkey,0.0000000022,20%,0.0000000027,ElastiCache for Valkey,Open Source,AmazonElastiCache,AFS1-ElastiCacheProcessingUnits:Valkey,CreateServerlessCache,ElastiCacheProcessingUnit
af-south-1,cache.m7g.12xlarge,3.18232,20%,3.9779,ElastiCache for Valkey,Open Source,AmazonElastiCache,AFS1-NodeUsage:cache.m7g.12xlarge,CreateCacheCluster:Valkey,Hrs
af-south-1,cache.m7g.16xlarge,4.23248,20%,5.2906,ElastiCache for Valkey,Open Source,AmazonElastiCache,AFS1-NodeUsage:cache.m7g.16xlarge,CreateCacheCluster:Valkey,Hrs
af-south-1,cache.m7g.2xlarge,0.52864,20%,0.6608,ElastiCache for Valkey,Open Source,AmazonElastiCache,AFS1-NodeUsage:cache.m7g.2xlarge,CreateCacheCluster:Valkey,Hrs
af-south-1,cache.m7g.4xlarge,1.05864,20%,1.3233,ElastiCache for Valkey,Open Source,AmazonElastiCache,AFS1-NodeUsage:cache.m7g.4xlarge,CreateCacheCluster:Valkey,Hrs
af-south-1,cache.m7g.8xlarge,2.116,20%,2.645,ElastiCache for Valkey,Open Source,AmazonElastiCache,AFS1-NodeUsage:cache.m7g.8xlarge,CreateCacheCluster:Valkey,Hrs
af-south-1,cache.m7g.large,0.1328,20%,0.166,ElastiCache for Valkey,Open Source,AmazonElastiCache,AFS1-NodeUsage:cache.m7g.large,CreateCacheCluster:Valkey,Hrs
af-south-1,cache.m7g.xlarge,0.26432,20%,0.3304,ElastiCache for Valkey,Open Source,AmazonElastiCache,AFS1-NodeUsage:cache.m7g.xlarge,CreateCacheCluster:Valkey,Hrs
af-south-1,cache.r7g.12xlarge,4.4648,20%,5.581,ElastiCache for Valkey,Open Source,AmazonElastiCache,AFS1-NodeUsage:cache.r7g.12xlarge,CreateCacheCluster:Valkey,Hrs
af-south-1,cache.r7g.16xlarge,5.93792,20%,7.4224,ElastiCache for Valkey,Open Source,AmazonElastiCache,AFS1-NodeUsage:cache.r7g.16xlarge,CreateCacheCluster:Valkey,Hrs
af-south-1,cache.r7g.2xlarge,0.74328,20%,0.9291,ElastiCache for Valkey,Open Source,AmazonElastiCache,AFS1-NodeUsage:cache.r7g.2xlarge,CreateCacheCluster:Valkey,Hrs
af-south-1,cache.r7g.4xlarge,1.4852,20%,1.8565,ElastiCache for Valkey,Open Source,AmazonElastiCache,AFS1-NodeUsage:cache.r7g.4xlarge,CreateCacheCluster:Valkey,Hrs
af-south-1,cache.r7g.8xlarge,2.96872,20%,3.7109,ElastiCache for Valkey,Open Source,AmazonElastiCache,AFS1-NodeUsage:cache.r7g.8xlarge,CreateCacheCluster:Valkey,Hrs
af-south-1,cache.r7g.large,0.18648,20%,0.2331,ElastiCache for Valkey,Open Source,AmazonElastiCache,AFS1-NodeUsage:cache.r7g.large,CreateCacheCluster:Valkey,Hrs
af-south-1,cache.r7g.xlarge,0.37096,20%,0.4637,ElastiCache for Valkey,Open Source,AmazonElastiCache,AFS1-NodeUsage:cache.r7g.xlarge,CreateCacheCluster:Valkey,Hrs
af-south-1,AFS1-Aurora:IO-OptimizedLimitlessACUUsage-Limitless,0.147,20%,0.18375,PostgreSQL,Open Source,AmazonRDS,AFS1-Aurora:IO-OptimizedLimitlessACUUsage-Limitless,CreateDBInstance:0021,ACU-Hr
af-south-1,Aurora Serverless v2 ACU,0.104,35%,0.16,PostgreSQL,Open Source,AmazonRDS,AFS1-Aurora:ServerlessV2Usage,CreateDBInstance:0021,ACU-Hr
af-south-1,Aurora Serverless v2 ACU,0.1365,35%,0.21,PostgreSQL (I/O Optimized),Open Source,AmazonRDS,AFS1-Aurora:ServerlessV2IOOptimizedUsage,CreateDBInstance:0021,ACU-Hr
ap-east-1,dms.c7i.12xlarge,7.8,20%,9.75,AWS DMS,N/A,AWSDatabaseMigrationSvc,APE1-Multi-AZUsg:dms.c7i.12xlarge,CreateDMSInstance,Hrs
ap-east-1,dms.c7i.12xlarge,3.904,20%,4.88,AWS DMS,N/A,AWSDatabaseMigrationSvc,APE1-InstanceUsg:dms.c7i.12xlarge,CreateDMSInstance,Hrs
ap-east-1,dms.c7i.16xlarge,5.232,20%,6.54,AWS DMS,N/A,AWSDatabaseMigrationSvc,APE1-InstanceUsg:dms.c7i.16xlarge,CreateDMSInstance,Hrs
ap-east-1,dms.c7i.16xlarge,10.456,20%,13.07,AWS DMS,N/A,AWSDatabaseMigrationSvc,APE1-Multi-AZUsg:dms.c7i.16xlarge,CreateDMSInstance,Hrs
ap-east-1,dms.c7i.24xlarge,7.8,20%,9.75,AWS DMS,N/A,AWSDatabaseMigrationSvc,APE1-InstanceUsg:dms.c7i.24xlarge,CreateDMSInstance,Hrs
ap-east-1,dms.c7i.24xlarge,15.592,20%,19.49,AWS DMS,N/A,AWSDatabaseMigrationSvc,APE1-Multi-AZUsg:dms.c7i.24xlarge,CreateDMSInstance,Hrs
ap-east-1,dms.c7i.2xlarge,1.312,20%,1.64,AWS DMS,N/A,AWSDatabaseMigrationSvc,APE1-Multi-AZUsg:dms.c7i.2xlarge,CreateDMSInstance,Hrs
ap-east-1,dms.c7i.2xlarge,0.656,20%,0.82,AWS DMS,N/A,AWSDatabaseMigrationSvc,APE1-InstanceUsg:dms.c7i.2xlarge,CreateDMSInstance,Hrs
ap-east-1,dms.c7i.48xlarge,15.592,20%,19.49,AWS DMS,N/A,AWSDatabaseMigrationSvc,APE1-InstanceUsg:dms.c7i.48xlarge,CreateDMSInstance,Hrs
ap-east-1,dms.c7i.48xlarge,31.184,20%,38.98,AWS DMS,N/A,AWSDatabaseMigrationSvc,APE1-Multi-AZUsg:dms.c7i.48xlarge,CreateDMSInstance,Hrs
ap-east-1,dms.c7i.4xlarge,1.312,20%,1.64,AWS DMS,N/A,AWSDatabaseMigrationSvc,APE1-InstanceUsg:dms.c7i.4xlarge,CreateDMSInstance,Hrs
ap-east-1,dms.c7i.4xlarge,2.616,20%,3.27,AWS DMS,N/A,AWSDatabaseMigrationSvc,APE1-Multi-AZUsg:dms.c7i.4xlarge,CreateDMSInstance,Hrs
ap-east-1,dms.c7i.8xlarge,5.232,20%,6.54,AWS DMS,N/A,AWSDatabaseMigrationSvc,APE1-Multi-AZUsg:dms.c7i.8xlarge,CreateDMSInstance,Hrs
ap-east-1,dms.c7i.8xlarge,2.616,20%,3.27,AWS DMS,N/A,AWSDatabaseMigrationSvc,APE1-InstanceUsg:dms.c7i.8xlarge,CreateDMSInstance,Hrs
ap-east-1,dms.c7i.large,0.328,20%,0.41,AWS DMS,N/A,AWSDatabaseMigrationSvc,APE1-Multi-AZUsg:dms.c7i.large,CreateDMSInstance,Hrs
ap-east-1,dms.c7i.large,0.168,20%,0.21,AWS DMS,N/A,AWSDatabaseMigrationSvc,APE1-InstanceUsg:dms.c7i.large,CreateDMSInstance,Hrs
ap-east-1,dms.c7i.xlarge,0.328,20%,0.41,AWS DMS,N/A,AWSDatabaseMigrationSvc,APE1-InstanceUsg:dms.c7i.xlarge,CreateDMSInstance,Hrs
ap-east-1,dms.c7i.xlarge,0.656,20%,0.82,AWS DMS,N/A,AWSDatabaseMigrationSvc,APE1-Multi-AZUsg:dms.c7i.xlarge,CreateDMSInstance,Hrs
ap-east-1,dms.r7i.12xlarge,4.728,20%,5.91,AWS DMS,N/A,AWSDatabaseMigrationSvc,APE1-InstanceUsg:dms.r7i.12xlarge,CreateDMSInstance,Hrs
ap-east-1,dms.r7i.12xlarge,9.456,20%,11.82,AWS DMS,N/A,AWSDatabaseMigrationSvc,APE1-Multi-AZUsg:dms.r7i.12xlarge,CreateDMSInstance,Hrs
ap-east-1,dms.r7i.16xlarge,16.072,20%,20.09,AWS DMS,N/A,AWSDatabaseMigrationSvc,APE1-Multi-AZUsg:dms.r7i.16xlarge,CreateDMSInstance,Hrs
ap-east-1,dms.r7i.16xlarge,8.04,20%,10.05,AWS DMS,N/A,AWSDatabaseMigrationSvc,APE1-InstanceUsg:dms.r7i.16xlarge,CreateDMSInstance,Hrs
ap-east-1,dms.r7i.24xlarge,24.112,20%,30.14,AWS DMS,N/A,AWSDatabaseMigrationSvc,APE1-Multi-AZUsg:dms.r7i.24xlarge,CreateDMSInstance,Hrs
ap-east-1,dms.r7i.24xlarge,12.056,20%,15.07,AWS DMS,N/A,AWSDatabaseMigrationSvc,APE1-InstanceUsg:dms.r7i.24xlarge,CreateDMSInstance,Hrs
ap-east-1,dms.r7i.2xlarge,1.576,20%,1.97,AWS DMS,N/A,AWSDatabaseMigrationSvc,APE1-Multi-AZUsg:dms.r7i.2xlarge,CreateDMSInstance,Hrs
ap-east-1,dms.r7i.2xlarge,0.792,20%,0.99,AWS DMS,N/A,AWSDatabaseMigrationSvc,APE1-InstanceUsg:dms.r7i.2xlarge,CreateDMSInstance,Hrs
ap-east-1,dms.r7i.48xlarge,48.216,20%,60.27,AWS DMS,N/A,AWSDatabaseMigrationSvc,APE1-Multi-AZUsg:dms.r7i.48xlarge,CreateDMSInstance,Hrs
ap-east-1,dms.r7i.48xlarge,24.112,20%,30.14,AWS DMS,N/A,AWSDatabaseMigrationSvc,APE1-InstanceUsg:dms.r7i.48xlarge,CreateDMSInstance,Hrs
ap-east-1,dms.r7i.4xlarge,1.576,20%,1.97,AWS DMS,N/A,AWSDatabaseMigrationSvc,APE1-InstanceUsg:dms.r7i.4xlarge,CreateDMSInstance,Hrs
ap-east-1,dms.r7i.4xlarge,3.152,20%,3.94,AWS DMS,N/A,AWSDatabaseMigrationSvc,APE1-Multi-AZUsg:dms.r7i.4xlarge,CreateDMSInstance,Hrs
ap-east-1,dms.r7i.8xlarge,4.024,20%,5.03,AWS DMS,N/A,AWSDatabaseMigrationSvc,APE1-InstanceUsg:dms.r7i.8xlarge,CreateDMSInstance,Hrs
ap-east-1,dms.r7i.8xlarge,8.04,20%,10.05,AWS DMS,N/A,AWSDatabaseMigrationSvc,APE1-Multi-AZUsg:dms.r7i.8xlarge,CreateDMSInstance,Hrs
ap-east-1,dms.r7i.large,0.2,20%,0.25,AWS DMS,N/A,AWSDatabaseMigrationSvc,APE1-InstanceUsg:dms.r7i.large,CreateDMSInstance,Hrs
ap-east-1,dms.r7i.large,0.4,20%,0.5,AWS DMS,N/A,AWSDatabaseMigrationSvc,APE1-Multi-AZUsg:dms.r7i.large,CreateDMSInstance,Hrs
ap-east-1,dms.r7i.xlarge,0.4,20%,0.5,AWS DMS,N/A,AWSDatabaseMigrationSvc,APE1-InstanceUsg:dms.r7i.xlarge,CreateDMSInstance,Hrs
ap-east-1,dms.r7i.xlarge,0.792,20%,0.99,AWS DMS,N/A,AWSDatabaseMigrationSvc,APE1-Multi-AZUsg:dms.r7i.xlarge,CreateDMSInstance,Hrs
ap-east-1,DMS Serverless 1 DCU,0.089410689,35%,0.1375549062,AWS DMS Serverless,N/A,AWSDatabaseMigrationSvc,APE1-DMSServerlessRepCapacityUsg:1,CreateDMSInstance,DCU-Hr
ap-east-1,DMS Serverless 128 DCU,11.44456812,35%,17.6070278769,AWS DMS Serverless,N/A,AWSDatabaseMigrationSvc,APE1-DMSServerlessRepCapacityUsg:128,CreateDMSInstance,DCU-Hr
